Name,Iata Code,Latitude,Longitude
Sudbury, YSB, 46.6228, -80.7958
Saint John, YSJ, 45.3292, -65.8906
Prince George, YXS, 53.8842, -122.6740
Victoria Int'l, YYJ, 48.6405, -123.4306
Zamboanga Int'l, ZAM, 6.9198, 122.0624
Lanzhou Zhongchuan, ZGC, 36.5079, 103.6154
Albany Int'l, ALB, 42.7457, -73.8094
General Mitchell Int'l, MKE, 42.9479, -87.9021
Wang-Chia Tun Airbase, NULL, 30.6017, 114.2469
Sanya Phoenix Int'l, SYX, 18.3091, 109.4082
Lhasa Gonggar, LXA, 29.2937, 90.9006
Hotan, HTN, 37.0400, 79.8723
Dresden, DRS, 51.1251, 13.7650
Kenitra Air Base, NNA, 34.2987, -6.5978
Annemasse, QNJ, 46.1957, 6.2649
Nogales Int'l, NOG, 31.2255, -110.9727
Strasbourg, SXB, 48.5447, 7.6278
Cologne/Bonn, CGN, 50.8783, 7.1224
Kimhae Int'l, PUS, 35.1703, 128.9488
Jeju Int'l, CJU, 33.5247, 126.4916
Stavanger Sola, SVG, 58.8822, 5.6298
Trondheim Vaernes, TRD, 63.4720, 10.9168
Corumbá Int'l, CMG, -19.0142, -57.6636
Madeira, FNC, 32.6934, -16.7756
Foz do Iguaçu Int'l, IGU, -25.5977, -54.4886
Gov. Jorge Teixeira de Oliveira Int'l, PVH, -8.7144, -63.8985
Bilbao, BIO, 43.3051, -2.9061
Palma de Mallorca, PMI, 39.5658, 2.7300
Tenerife N., TFN, 28.4876, -16.3463
Gothenburg, GOT, 57.6857, 12.2938
Lulea, LLA, 65.5490, 22.1230
Abu Dhabi Int'l, AUH, 24.4272, 54.6463
Mohamed Boudiaf Int'l, CZL, 36.2834, 6.6219
Aswan Int'l, ASW, 23.9683, 32.8244
Rovaniemi, RVN, 66.5596, 25.8294
Cheddi Jagan Int'l, GEO, 6.4986, -58.2541
Cochin Int'l, COK, 10.1551, 76.3905
Eldoret Int'l, EDL, 0.4051, 35.2237
Incheon Int'l, ICN, 37.4492, 126.4509
Federal de Bachigualato Int'l, CUL, 24.7668, -107.4699
Benazir Bhutto Int'l, ISB, 33.6074, 73.1008
Brussels, BRU, 50.8973, 4.4846
Abuja Int'l, ABV, 9.0044, 7.2703
Arcata-Eureka, ACV, 40.9719, -124.1071
Austin-Bergstrom Int'l, AUS, 30.2021, -97.6668
Antalya, AYT, 36.9153, 30.8026
Belfast Int'l, BFS, 54.6616, -6.2162
Orio Al Serio, BGY, 45.6655, 9.6989
Kota Kinabalu Int'l, BKI, 5.9229, 116.0511
Bengaluru Int'l, BLR, 13.2006, 77.7096
Canberra Int'l, CBR, -35.3072, 149.1908
Port Columbus Int'l, CMH, 39.9981, -82.8840
Mohamed V Int'l, CMN, 33.3747, -7.5815
Düsseldorf Int'l, DUS, 51.2782, 6.7649
Esenboğa Int'l, ESB, 40.1151, 32.9930
Hamilton Int'l, HLZ, -37.8658, 175.3362
Rajiv Gandhi Int'l, HYD, 17.2360, 78.4295
John F Kennedy Int'l, JFK, 40.6460, -73.7863
Boryspil Int'l, KBP, 50.3409, 30.8952
Khartoum, KRT, 15.5922, 32.5502
Dane Cty. Reg. (Truax Field), MSN, 43.1363, -89.3458
Minsk Int'l, MSQ, 53.8894, 28.0342
Palermo, PMO, 38.1863, 13.1055
T.F. Green, PVD, 41.7260, -71.4358
Southwest Florida Int'l, RSW, 26.5279, -81.7551
Shenyang Taoxian Int'l, SHE, 41.6348, 123.4880
Sharjah Int'l, SHJ, 25.3212, 55.5205
San Jose Int'l, SJC, 37.3695, -121.9294
John Wayne, SNA, 33.6795, -117.8615
Stuttgart, STR, 48.6901, 9.1940
Nacional Tobías Bolaños, SYQ, 9.9583, -84.1386
Shenzhen Bao'an Int'l, SZX, 22.6465, 113.8159
Louisville Int'l, SDF, 38.1860, -85.7417
Geneva, GVA, 46.2310, 6.1079
Lyon-Saint Exupery, LYS, 45.7210, 5.0759
Kansai Int'l, KIX, 34.4348, 135.2445
Lisbon Portela, LIS, 38.7708, -9.1307
Tancredo Neves Int'l, CNF, -19.6328, -43.9636
Bromma, BMA, 59.3556, 17.9456
Juanda Int'l, SUB, -7.3836, 112.7770
Astor Piazzolla Int'l, MDQ, -37.9332, -57.5816
Owen Roberts Int'l, GCM, 19.2959, -81.3577
Zhengzhou Xinzheng Int'l, CGO, 34.5263, 113.8418
Dalian Zhoushuizi Int'l, DLC, 38.9616, 121.5389
Heraklion Int'l, HER, 35.3369, 25.1741
Tbilisi Int'l, TBS, 41.6694, 44.9646
Cascais, XXC, 38.7235, -9.3546
Kaohsiung Int'l, KHH, 22.5717, 120.3452
Sadiq Abubakar III, SKO, 12.9175, 5.2002
Mariscal Sucre Int'l, UIO, -0.1456, -78.4900
Karachi Civil, KHI, 24.8985, 67.1521
Kishinev S.E., KIV, 46.9342, 28.9360
Jorge Chávez, LIM, -12.0237, -77.1076
Thunder Bay Int'l, YQT, 48.3719, -89.3121
Vilnius, VNO, 54.6431, 25.2807
Hsien Yang, XIY, 34.4429, 108.7558
Del Norte Int'l, NTR, 25.8599, -100.2384
Fua'amotu Int'l, TBU, -21.2486, -175.1356
Esfahan Int'l, IFN, 32.7461, 51.8764
Harare Int'l, HRE, -17.9228, 31.1014
Kuwait Int'l, KWI, 29.2397, 47.9715
Macdonald-Cartier Int'l, YOW, 45.3201, -75.6649
Kabul Int'l, KBL, 34.5634, 69.2101
Abidjan Port Bouet, ABJ, 5.2544, -3.9322
General Juan N Alvarez Int'l, ACA, 16.7620, -99.7545
Kotoka Int'l, ACC, 5.6070, -0.1714
Bole Int'l, ADD, 8.9817, 38.7932
Aden Int'l, ADE, 12.8278, 45.0306
Adelaide Int'l, ADL, -34.9406, 138.5321
Almaty Int'l, ALA, 43.3465, 77.0120
Houari Boumediene, ALG, 36.6997, 3.2121
Aleppo Int'l, ALP, 36.1846, 37.2273
Sardar Vallabhbhai Patel Int'l, AMD, 23.0707, 72.6209
Cerro Moreno Int'l, ANF, -23.4490, -70.4410
Ashkhabad Northwest, ASB, 37.9849, 58.3640
Yohannes Iv Int'l, ASM, 15.2936, 38.9064
Silvio Pettirossi Int'l, ASU, -25.2417, -57.5139
Bermuda Int'l, BDA, 32.3592, -64.7028
Surcin, BEG, 44.8191, 20.2913
Beirut Int'l, BEY, 33.8254, 35.4931
Bairagarh, BHO, 23.2856, 77.3409
Bamako Sénou, BKO, 12.5393, -7.9473
Nashville Int'l, BNA, 36.1315, -86.6693
Brisbane Int'l, BNE, -27.3854, 153.1203
Boise Air Terminal, BOI, 43.5690, -116.2218
Wiley Post Will Rogers Mem., BRW, 71.2893, -156.7718
Greater Buffalo Int'l, BUF, 42.9340, -78.7320
Bulawayo, BUQ, -20.0156, 28.6226
Brunei Int'l, BWN, 4.9455, 114.9331
Guangzhou Baiyun Int'l, CAN, 23.3892, 113.2975
Carriel Sur Int'l, CCP, -36.7764, -73.0621
Netaji Subhash Chandra Bose Int'l, CCU, 22.6454, 88.4400
Chittagong, CGP, 22.2456, 91.8147
Christchurch Int'l, CHC, -43.4885, 172.5387
Conakry, CKY, 9.5742, -13.6211
Hopkins Int'l, CLE, 41.4112, -81.8384
Alfonso Bonilla Aragón Int'l, CLO, 3.5433, -76.3851
Cotonou Cadjehon, COO, 6.3582, 2.3838
Ingeniero Ambrosio L.V. Taravella Int'l, COR, -31.3157, -64.2123
Rafael Nunez, CTG, 10.4449, -75.5123
Cancún, CUN, 21.0402, -86.8744
General R F Villalobos Int'l, CUU, 28.7040, -105.9692
Zia Int'l Dhaka, DAC, 23.8481, 90.4049
Darwin Int'l, DRW, -12.4081, 130.8775
Louis Botha, DUR, -29.9659, 30.9457
Lubumbashi Luano Int'l, FBM, -11.5908, 27.5292
Saiss, FEZ, 33.9305, -4.9821
Kinshasa N Djili Int'l, FIH, -4.3892, 15.4465
Freetown Lungi, FNA, 8.6154, -13.2002
Sunan, FNJ, 39.2002, 125.6753
Vasilyevka, FRU, 43.0555, 74.4688
Sir Seretse Khama Int'l, GBE, -24.5581, 25.9244
Don Miguel Hidalgo Int'l, GDL, 20.5247, -103.3008
Glasgow Int'l, GLA, 55.8642, -4.4317
La Aurora, GUA, 14.5882, -90.5302
Simon Bolivar Int'l, GYE, -2.1583, -79.8870
Noi Bai, HAN, 21.2146, 105.8038
José Martí Int'l, HAV, 22.9974, -82.4074
Borg El Arab Int'l, HBE, 30.9184, 29.6927
King Abdul Aziz Int'l, JED, 21.6707, 39.1505
Kano Mallam Aminu Int'l, KAN, 12.0457, 8.5221
Kashi, KHG, 39.5380, 76.0130
Norman Manley Int'l, KIN, 17.9376, -76.7787
Tribhuvan Int'l, KTM, 27.7003, 85.3571
Luanda 4 de Fevereiro, LAD, -8.8483, 13.2348
Pulkovo 2, LED, 59.8054, 30.3071
Allama Iqbal Int'l, LHE, 31.5206, 74.4109
Kamuzu Int'l, LLW, -13.7886, 33.7828
Lagos Murtala Muhammed, LOS, 6.5783, 3.3211
El Alto Int'l, LPB, -16.5099, -68.1780
Lusaka Int'l, LUN, -15.3269, 28.4455
Luxor, LXR, 25.6730, 32.7033
Chennai Int'l, MAA, 12.9825, 80.1638
La Chinita Int'l, MAR, 10.5558, -71.7238
José María Córdova, MDE, 6.1710, -75.4270
Memphis Int'l, MEM, 35.0444, -89.9816
Augusto Cesar Sandino Int'l, MGA, 12.1446, -86.1713
Mashhad, MHD, 36.2276, 59.6422
Miami Int'l, MIA, 25.7949, -80.2790
Lic M Crecencio Rejon Int'l, MID, 20.9339, -89.6630
Luqa, MLA, 35.8489, 14.4953
Moi Int'l, MBA, -4.0327, 39.6027
Moshoeshoe I Int'l, MSU, -29.4556, 27.5592
New Orleans Int'l, MSY, 29.9851, -90.2567
Multan, MUX, 30.1951, 71.4190
Carrasco Int'l, MVD, -34.8410, -56.0266
General Rafael Buelna Int'l, MZT, 23.1666, -106.2700
Nassau Int'l, NAS, 25.0487, -77.4648
Ndjamena, NDJ, 12.1295, 15.0330
Niamey, NIM, 13.4768, 2.1773
Mactan-Cebu Int'l, CEB, 10.3159, 123.9791
Nova Lisboa, NOV, -12.8025, 15.7498
Eppley Airfield, OMA, 41.2997, -95.8994
Nome, OME, 64.5072, -165.4416
Ouagadougou, OUA, 12.3536, -1.5138
Mais Gate Int'l, PAP, 18.5757, -72.2945
Puebla, PBC, 19.1638, -98.3758
Portland Int'l, PDX, 45.5890, -122.5927
Perth Int'l, PER, -31.9411, 115.9742
H F Verwoerd, PLZ, -33.9841, 25.6118
El Tepual Int'l, PMC, -41.4334, -73.0984
Pochentong, PNH, 11.5526, 104.8450
Pune, PNQ, 18.5792, 73.9090
Port Moresby Int'l, POM, -9.4387, 147.2113
Tocumen Int'l, PTY, 9.0669, -79.3871
Carlos Ibáñez de Campo Int'l, PUQ, -53.0051, -70.8431
Durham Int'l, RDU, 35.8752, -78.7914
Mingaladon, RGN, 16.9012, 96.1342
Riga, RIX, 56.9220, 23.9794
Sanaa Int'l, SAH, 15.4739, 44.2246
Baghdad Int'l, SDA, 33.2682, 44.2289
De Las Américas Int'l, SDQ, 18.4302, -69.6765
Tan Son Nhat, SGN, 10.8163, 106.6642
Thessaloniki, SKG, 40.5239, 22.9764
Vrazhdebna, SOF, 42.6892, 23.4025
Surat, STV, 21.1205, 72.7424
Nausori Int'l, SUV, -18.0459, 178.5600
Shiraz Int'l, SYZ, 29.5458, 52.5898
Gen Francisco J Mina Int'l, TAM, 22.2893, -97.8698
Toncontin Int'l, TGU, 14.0600, -87.2192
Mehrabad Int'l, THR, 35.6914, 51.3208
Tirane Rinas, TIA, 41.4209, 19.7150
General Abelardo L Rodriguez Int'l, TIJ, 32.5460, -116.9755
Jose Maria Morelos Y Pavon, TLC, 19.3387, -99.5706
Ulemiste, TLL, 59.4165, 24.7990
Ben Gurion, TLV, 32.0007, 34.8708
São Tomé Salazar, TMS, 0.3747, 6.7128
Antananarivo Ivato, TNR, -18.7993, 47.4754
Tampa Int'l, TPA, 27.9800, -82.5348
Zim Valencia, VLN, 10.1540, -67.9224
Gumrak, VOG, 48.7917, 44.3548
Vientiane, VTE, 17.9755, 102.5682
Viru Viru Int'l, VVI, -17.6479, -63.1404
Wellington Int'l, WLG, -41.3290, 174.8117
Prince Rupert, YPR, 54.2920, -130.4456
Windsor, YQG, 42.2659, -82.9601
Regina, YQR, 50.4332, -104.6554
Vancouver Int'l, YVR, 49.1936, -123.1809
Winnipeg Int'l, YWG, 49.9033, -97.2268
John G Diefenbaker Int'l, YXE, 52.1701, -106.6902
Whitehorse Int'l, YXY, 60.7142, -135.0762
Calgary Int'l, YYC, 51.1309, -114.0106
Charlottetown, YYG, 46.2858, -63.1312
Churchill, YYQ, 58.7497, -94.0814
St John's Int'l, YYT, 47.6131, -52.7433
Yellowknife, YZF, 62.4707, -114.4378
Zagreb, ZAG, 45.7333, 16.0615
Zanzibar, ZNZ, -6.2186, 39.2223
Reykjavik Air Terminal, REK, 64.1319, -21.9466
Arkhangelsk-Talagi, ARH, 64.5967, 40.7133
Kazan Int'l, KZN, 55.6081, 49.2984
Paris Orly, ORY, 48.7313, 2.3674
Québec, YQB, 46.7916, -71.3839
Montréal-Trudeau, YUL, 45.4584, -73.7493
Narita Int'l, NRT, 35.7641, 140.3844
Chubu Centrair Int'l, NGO, 34.8590, 136.8148
Okadama, OKD, 43.1106, 141.3821
Bergen Flesland, BGO, 60.2891, 5.2273
Tromsø Langnes, TOS, 69.6797, 18.9073
Val de Caes Int'l, BEL, -1.3897, -48.4796
Campo Grande Int'l, CGR, -20.4573, -54.6689
Afonso Pena Int'l, CWB, -25.5360, -49.1737
Pinto Martins Int'l, FOR, -3.7786, -38.5407
São Paulo-Guarulhos Int'l, GRU, -23.4261, -46.4818
Santa Genoveva, GYN, -16.6324, -49.2266
Salgado Filho Int'l, POA, -29.9902, -51.1770
Gilberto Freyre Int'l, REC, -8.1316, -34.9183
Deputado Luis Eduardo Magalhaes Int'l, SSA, -12.9144, -38.3348
El Plumerillo, MDZ, -32.8278, -68.7985
Eduardo Gomes Int'l, MAO, -3.0321, -60.0461
Yaoundé Nsimalen Int'l, NSI, 3.7148, 11.5480
Shanghai Pudong Int'l, PVG, 31.1523, 121.8015
Marka Int'l, ADJ, 31.9742, 35.9841
Male Int'l, MLE, 4.1887, 73.5274
Gen. Heriberto Jara Int'l, VER, 19.1424, -96.1836
Osvaldo Vieira Int'l, OXB, 11.8889, -15.6512
Francisco Bangoy Int'l, DVO, 7.1305, 125.6451
Seychelles Int'l, SEZ, -4.6711, 55.5116
Léopold Sedar Senghor Int'l, DKR, 14.7456, -17.4904
Port Sudan New Int'l, PZU, 19.4341, 37.2387
Tashkent Int'l, TAS, 41.2622, 69.2666
Copenhagen, CPH, 55.6285, 12.6494
Aeroportul National Bucuresti-Baneasa, BBU, 44.4970, 26.0857
Ferihegy, BUD, 47.4333, 19.2622
Chongqing Jiangbei Int'l, CKG, 29.7240, 106.6380
Douglas Int'l, CLT, 35.2204, -80.9439
Detroit Metro, DTW, 42.2257, -83.3479
Dublin, DUB, 53.4270, -6.2439
Fairbanks Int'l, FAI, 64.8181, -147.8657
Hamburg, HAM, 53.6320, 10.0056
Kuala Lumpur Int'l, KUL, 2.7475, 101.7139
Mccarran Int'l, LAS, 36.0850, -115.1513
Orlando Int'l, MCO, 28.4312, -81.3074
Minneapolis St. Paul Int'l, MSP, 44.8820, -93.2081
Franz-Josef-Strauss, MUC, 48.3538, 11.7881
Philadelphia Int'l, PHL, 39.8761, -75.2430
Sky Harbor Int'l, PHX, 33.4359, -112.0136
Salt Lake City Int'l, SLC, 40.7867, -111.9820
Lambert St Louis Int'l, STL, 38.7427, -90.3660
Okecie Int'l, WAW, 52.1710, 20.9727
Zurich Int'l, ZRH, 47.4524, 8.5622
Gosselies, CRL, 50.4571, 4.4544
Munich Freight Terminal, MUCf, 48.3498, 11.7695
Barcelona, BCN, 41.3032, 2.0780
Ruzyn, PRG, 50.1077, 14.2675
Hong Kong Int'l, HKG, 22.3153, 113.9350
Taoyuan, TPE, 25.0767, 121.2314
Schiphol, AMS, 52.3089, 4.7644
Singapore Changi, SIN, 1.3562, 103.9864
London Heathrow, LHR, 51.4710, -0.4532
Auckland Int'l, AKL, -37.0064, 174.7917
Anchorage Int'l, ANC, 61.1729, -149.9817
Hartsfield-Jackson Atlanta Int'l, ATL, 33.6405, -84.4254
Beijing Capital, PEK, 40.0788, 116.5882
Eldorado Int'l, BOG, 4.6988, -74.1434
Chhatrapati Shivaji Int'l, BOM, 19.0951, 72.8746
Gen E L Logan Int'l, BOS, 42.3666, -71.0164
Baltimore-Washington Int'l Thurgood Marshall, BWI, 39.1794, -76.6686
Cairo Int'l, CAI, 30.1120, 31.3997
Casablanca-Anfa, CAS, 33.5628, -7.6632
Simón Bolivar Int'l, CCS, 10.5974, -67.0057
Cape Town Int'l, CPT, -33.9704, 18.5977
Chengdushuang Liu, CTU, 30.5811, 103.9561
Indira Gandhi Int'l, DEL, 28.5592, 77.0878
Denver Int'l, DEN, 39.8495, -104.6738
Dallas-Ft. Worth Int'l, DFW, 32.9002, -97.0404
Don Muang Int'l, DMK, 13.9203, 100.6026
Dubai Int'l, DXB, 25.2526, 55.3541
Newark Int'l, EWR, 40.6905, -74.1771
Ministro Pistarini Int'l, EZE, -34.8136, -58.5412
Fort Lauderdale Hollywood Int'l, FLL, 26.0717, -80.1453
George Bush Intercontinental, IAH, 29.9866, -95.3337
Atatürk Hava Limani, IST, 40.9778, 28.8195
OR Tambo Int'l, JNB, -26.1321, 28.2320
Juneau Int'l, JNU, 58.3589, -134.5836
Los Angeles Int'l, LAX, 33.9442, -118.4025
Linate, LIN, 45.4604, 9.2800
Melbourne Int'l, MEL, -37.6699, 144.8490
Lic Benito Juarez Int'l, MEX, 19.4355, -99.0826
Ninoy Aquino Int'l, MNL, 14.5068, 121.0041
Jomo Kenyatta Int'l, NBO, -1.3305, 36.9251
Honolulu Int'l, HNL, 21.3320, -157.9198
Chicago O'Hare Int'l, ORD, 41.9765, -87.9051
King Khalid Int'l, RUH, 24.9590, 46.7018
Arturo Merino Benitez Int'l, SCL, -33.3968, -70.7937
Seattle-Tacoma Int'l, SEA, 47.4436, -122.3023
San Francisco Int'l, SFO, 37.6170, -122.3835
Hongqiao, SHA, 31.1873, 121.3412
Sheremtyevo, SVO, 55.9664, 37.4160
Toronto-Pearson Int'l, YYZ, 43.6810, -79.6114
Kingsford Smith, SYD, -33.9366, 151.1661
Helsinki Vantaa, HEL, 60.3187, 24.9682
Charles de Gaulle Int'l, CDG, 49.0144, 2.5419
Berlin-Tegel Int'l, TXL, 52.5544, 13.2903
Vienna Schwechat Int'l, VIE, 48.1198, 16.5608
Frankfurt Int'l, FRA, 50.0507, 8.5718
Leonardo da Vinci Int'l, FCO, 41.7951, 12.2501
Osaka Int'l, ITM, 34.7902, 135.4425
Gimpo Int'l, GMP, 37.5573, 126.8024
Oslo Gardermoen, OSL, 60.1936, 11.0991
Juscelino Kubitschek Int'l, BSB, -15.8700, -47.9208
Congonhas Int'l, CGH, -23.6269, -46.6591
Rio de Janeiro-Antonio Carlos Jobim Int'l, GIG, -22.8123, -43.2484
Madrid Barajas, MAD, 40.4681, -3.5690
Luis Muñoz Marin, SJU, 18.4381, -66.0042
Arlanda, ARN, 59.6511, 17.9307
Soekarno-Hatta Int'l, CGK, -6.1266, 106.6543
Eleftherios Venizelos Int'l, ATH, 37.9362, 23.9471
Tokyo Int'l, HND, 35.5491, 139.7840
Suvarnabhumi Airport, BKK, 13.6926, 100.7509
